customer_id,gender,tenure_months,contract_type,payment_method,monthly_charges,internet_service_type,is_paperless_billing,is_churn,is_senior_citizen,has_partner,has_dependents,has_phone_service,has_multiple_lines,has_online_security,has_online_backup,has_device_protection,has_tech_support,has_streaming_tv,has_streaming_movies,total_charges,Prediccion_Churn,Probabilidad_Fuga
0909-SELIE,Male,61,Two year,Bank transfer (automatic),80.8,DSL,true,false,false,true,false,true,true,true,true,true,true,false,true,4860.85,0,21.01
7268-WNTCP,Male,62,Two year,Bank transfer (automatic),20.45,No,false,false,false,true,true,true,false,false,false,false,false,false,false,1297.35,0,20.66
2985-FMWYF,Female,23,Month-to-month,Electronic check,93.5,Fiber optic,true,false,false,false,false,true,true,false,false,false,false,true,true,2341.55,1,62.24
2890-WFBHU,Female,59,One year,Credit card (automatic),79.85,DSL,false,false,false,false,false,true,true,true,true,true,true,false,true,4786.1,0,37.44
7033-CLAMM,Female,48,Two year,Bank transfer (automatic),20.2,No,false,false,false,true,true,true,false,false,false,false,false,false,false,1027.25,0,20.66
9541-PWTWO,Female,52,Two year,Bank transfer (automatic),80.95,DSL,true,false,false,false,false,true,true,false,false,true,true,true,true,4233.95,0,21.01
1597-LHYNC,Female,26,Month-to-month,Electronic check,95,Fiber optic,true,true,true,false,false,true,true,true,true,false,false,false,true,2497.2,1,61.36
5442-BHQNG,Female,2,Month-to-month,Electronic check,70.35,Fiber optic,false,false,false,false,false,true,false,false,false,false,false,false,false,139.25,1,69.84
2169-RRLFW,Female,71,Two year,Credit card (automatic),25.6,No,false,false,false,true,false,true,true,false,false,false,false,false,false,1888.25,0,20.66
1936-UAFEH,Female,68,Two year,Credit card (automatic),110.25,Fiber optic,false,false,false,false,false,true,true,true,true,false,true,true,true,7279.35,0,35.04
8079-XRJRS,Male,65,One year,Electronic check,89.75,Fiber optic,false,true,false,true,false,true,true,true,true,true,false,false,false,5769.6,0,36.78
8778-LMWTJ,Female,9,Month-to-month,Electronic check,74.85,Fiber optic,true,false,false,false,false,true,false,true,false,false,false,false,false,708.2,1,66.58
2680-XKKNJ,Female,8,One year,Bank transfer (automatic),58.2,DSL,false,false,false,false,false,true,false,true,true,false,true,false,false,469.25,0,38.9
2974-GGUXS,Female,36,Month-to-month,Credit card (automatic),91.95,Fiber optic,true,false,true,true,false,true,true,false,true,false,false,true,false,3301.05,1,57.25
8510-TMWYB,Female,54,Two year,Bank transfer (automatic),59.8,DSL,true,false,false,true,true,true,true,false,true,true,false,false,false,3246.45,0,21.01
5298-GSTLM,Female,60,One year,Bank transfer (automatic),101.4,Fiber optic,true,false,true,false,false,true,true,true,false,false,false,true,true,6176.6,0,43.53
2346-LOCWC,Female,58,Two year,Credit card (automatic),20.5,No,false,false,false,true,true,true,false,false,false,false,false,false,false,1191.4,0,20.66
8164-OCKUJ,Female,59,Two year,Mailed check,20.6,No,false,false,false,true,true,true,false,false,false,false,false,false,false,1286,0,20.66
4544-RXFMG,Male,8,One year,Mailed check,43.45,DSL,true,false,false,true,true,true,false,false,false,false,false,false,false,345.5,0,39.07
9223-UCPVT,Female,1,Month-to-month,Electronic check,94.4,Fiber optic,false,true,false,false,false,true,false,false,false,true,false,true,true,94.4,1,70.99
5998-DZLYR,Female,61,Two year,Bank transfer (automatic),94.35,Fiber optic,true,false,false,true,false,true,true,false,true,false,true,false,true,5703,0,37.33
7254-IQWOZ,Male,1,Month-to-month,Electronic check,69.65,Fiber optic,true,true,false,false,false,true,false,false,false,false,false,false,false,69.65,1,70.99
7781-EWARA,Male,70,One year,Electronic check,60.35,DSL,false,false,false,true,true,false,false,false,true,true,true,true,true,4138.7,0,38.57
7016-BPGEU,Female,29,Month-to-month,Credit card (automatic),25.1,DSL,true,true,false,false,false,false,false,false,false,false,false,false,false,712.85,0,41.22
9332-GYWLO,Female,6,Month-to-month,Electronic check,54.85,DSL,false,false,false,true,true,true,false,false,false,false,false,true,false,355.1,1,58.24
6258-PVZWJ,Male,68,Two year,Credit card (automatic),90.8,DSL,true,false,false,true,false,true,true,true,true,true,true,true,true,6302.85,0,21.01
5832-XKAES,Male,2,Month-to-month,Credit card (automatic),69.8,Fiber optic,true,true,false,false,false,true,false,false,false,false,false,false,false,134.7,1,69.53
8317-BVKSO,Male,14,Month-to-month,Electronic check,20.05,No,true,false,false,false,false,true,false,false,false,false,false,false,false,299.3,0,42.73
0083-PIVIK,Male,64,One year,Electronic check,81.25,DSL,false,false,false,false,false,true,true,true,true,true,true,true,false,5567.55,0,28.05
1465-VINDH,Female,10,Month-to-month,Credit card (automatic),102.1,Fiber optic,true,true,false,true,true,true,true,false,true,true,false,true,true,1068.85,1,66.06
8249-THVEC,Male,51,One year,Mailed check,19.4,No,false,false,false,true,true,true,false,false,false,false,false,false,false,997.75,0,27.28
2038-YSEZE,Female,29,Month-to-month,Mailed check,67.45,DSL,false,false,false,false,false,true,true,true,true,false,true,false,false,1801.1,0,41.6
4779-ZGICK,Male,48,Two year,Mailed check,23.55,No,false,false,false,true,true,true,true,false,false,false,false,false,false,1173.35,0,20.66
0674-EYYZV,Female,1,Month-to-month,Electronic check,54.65,DSL,true,false,false,false,false,true,false,false,false,false,false,true,false,54.65,1,61.74
2346-CZYIL,Male,27,Two year,Credit card (automatic),20.35,No,false,false,false,false,false,true,false,false,false,false,false,false,false,531.6,0,20.66
6258-NGCNG,Male,7,Month-to-month,Mailed check,23.5,No,false,false,false,false,false,true,true,false,false,false,false,false,false,173,0,42.36
0305-SQECB,Female,11,One year,Mailed check,36.05,DSL,true,false,false,false,true,false,false,true,false,false,true,false,false,402.6,0,36.3
7878-RTCZG,Female,1,Month-to-month,Mailed check,19.9,No,false,false,false,false,false,true,false,false,false,false,false,false,false,19.9,1,55.56
7957-RYHQD,Female,40,Month-to-month,Credit card (automatic),79.2,Fiber optic,true,true,true,false,false,true,false,true,true,false,false,false,false,3233.85,1,57.09
2180-DXNEG,Female,12,Month-to-month,Electronic check,96,Fiber optic,true,true,false,false,false,true,false,false,false,true,false,true,true,1062.1,1,65.9
8469-SNFFH,Male,70,One year,Bank transfer (automatic),79.4,DSL,false,false,false,true,false,true,true,true,true,true,true,true,false,5528.9,0,27.7
1241-FPMOF,Male,52,Two year,Mailed check,19.65,No,false,false,false,false,false,true,false,false,false,false,false,false,false,1025.05,0,20.66
9003-CPATH,Male,42,Month-to-month,Electronic check,79.9,Fiber optic,false,false,false,false,false,true,true,false,false,true,false,false,false,3313.4,1,61.94
9863-JZAIC,Male,35,Month-to-month,Mailed check,55,DSL,false,true,false,false,false,true,false,false,false,false,false,true,false,2010.55,0,41.6
7471-MQPOS,Male,71,One year,Bank transfer (automatic),72.9,DSL,true,false,true,true,true,true,true,false,true,true,true,false,true,5139.65,0,39.56
4933-BSAIP,Female,40,Two year,Mailed check,19.1,No,false,false,false,true,false,true,false,false,false,false,false,false,false,780.1,0,20.66
2710-WYVXG,Female,3,Two year,Mailed check,71.1,DSL,false,false,false,false,false,true,false,true,true,false,true,false,true,213.35,0,30.43
5389-FFVKB,Male,32,Month-to-month,Credit card (automatic),80.3,Fiber optic,true,true,true,true,false,true,false,false,false,false,false,false,true,2483.05,1,57.25
1036-GUDCL,Male,60,Month-to-month,Credit card (automatic),79.05,DSL,true,false,false,true,true,true,false,true,true,false,true,true,true,4663.4,0,41.6
2025-JKFWI,Male,13,Month-to-month,Mailed check,99,Fiber optic,true,true,false,false,false,true,true,false,false,false,true,true,true,1301.7,1,64.53
0531-XBKMM,Male,66,Two year,Bank transfer (automatic),65.7,DSL,false,false,false,false,true,true,true,true,true,false,true,false,false,4378.9,0,21.01
9700-ZCLOT,Male,2,Month-to-month,Mailed check,20,No,false,false,false,false,false,true,false,false,false,false,false,false,false,32.7,0,45.88
5906-CVLHP,Female,45,One year,Credit card (automatic),54.15,DSL,true,true,false,true,true,true,false,false,true,false,true,false,false,2319.8,0,27.7
3452-SRFEG,Male,49,Month-to-month,Bank transfer (automatic),74.6,Fiber optic,true,false,false,false,false,true,true,false,false,false,false,false,false,3720.35,1,57.25
1400-MMYXY,Male,3,Month-to-month,Electronic check,105.9,Fiber optic,true,true,true,true,false,true,true,false,true,true,false,true,true,334.65,1,69.84
3085-QUOZK,Female,1,Month-to-month,Mailed check,43.95,DSL,false,true,false,false,false,true,false,false,false,false,false,false,false,43.95,1,61.4
1956-YIFGE,Male,22,One year,Mailed check,100.05,Fiber optic,true,false,false,true,true,true,false,false,true,true,false,true,true,2090.25,0,46.52
0886-QGENL,Female,27,Month-to-month,Electronic check,101.25,Fiber optic,true,true,true,true,false,true,false,true,false,true,false,true,true,2754.45,1,61.36
8083-YTZES,Male,4,Month-to-month,Electronic check,74.35,Fiber optic,true,true,false,false,false,true,true,false,false,false,false,false,false,265.35,1,69.84
5351-QESIO,Male,1,Month-to-month,Mailed check,24.2,DSL,false,false,false,false,true,false,false,false,false,false,false,false,false,24.2,1,61.4
6447-GORXK,Male,31,Month-to-month,Credit card (automatic),25,DSL,false,false,false,false,true,false,false,false,false,false,false,false,false,789.2,0,41.22
6967-PEJLL,Male,37,One year,Electronic check,40.2,DSL,true,false,false,true,true,false,false,true,false,true,true,false,false,1525.35,0,28.05
4801-JZAZL,Female,11,Month-to-month,Electronic check,29.6,DSL,true,false,false,true,true,false,false,true,false,false,false,false,false,346.45,1,52.18
8361-LTMKD,Male,4,Month-to-month,Mailed check,74.4,Fiber optic,true,true,true,true,false,true,true,false,false,false,false,false,false,306.6,1,69.53
1555-DJEQW,Female,70,Two year,Bank transfer (automatic),114.2,Fiber optic,true,true,false,true,true,true,true,true,true,true,true,true,true,7723.9,0,35.04
1689-YQBYY,Female,12,Month-to-month,Electronic check,76.6,Fiber optic,true,false,false,false,true,true,true,false,false,false,false,false,false,893,1,65.9
0613-WUXUM,Female,70,Two year,Mailed check,19.2,No,true,false,false,true,true,true,false,false,false,false,false,false,false,1401.4,0,20.66
4458-KVRBJ,Male,59,Two year,Mailed check,25,No,false,false,false,false,false,true,true,false,false,false,false,false,false,1510.5,0,20.66
6013-BHCAW,Male,61,Two year,Bank transfer (automatic),81,DSL,true,false,false,true,true,true,true,false,false,true,true,true,true,4976.15,0,21.01
5081-NWSUP,Female,10,One year,Mailed check,64.9,DSL,false,false,false,false,false,true,false,false,true,false,true,false,true,685.55,1,50.03
0916-KNFAJ,Male,61,Two year,Mailed check,69.9,DSL,true,false,false,true,false,true,true,true,false,true,false,false,true,4226.7,0,21.01
8319-QBEHW,Male,26,One year,Bank transfer (automatic),39.95,DSL,true,false,false,false,true,false,false,false,true,false,false,true,false,1023.75,0,27.7
6198-PNNSZ,Female,56,One year,Bank transfer (automatic),109.8,Fiber optic,false,false,false,true,false,true,true,true,true,true,false,true,true,6109.65,0,43.53
3317-VLGQT,Female,14,Month-to-month,Electronic check,78.1,Fiber optic,true,false,false,true,false,true,false,false,false,false,false,false,true,1122.4,1,65.9
0178-CIIKR,Female,3,Month-to-month,Mailed check,19.95,No,false,false,false,false,false,true,false,false,false,false,false,false,false,58,0,45.88
5385-SUIRI,Male,52,Month-to-month,Electronic check,104.2,Fiber optic,true,true,true,true,false,true,true,true,false,true,false,true,true,5568.35,1,59.23
5010-IPEAQ,Female,67,Two year,Credit card (automatic),54.2,DSL,false,false,false,true,true,false,false,true,true,true,true,true,false,3623.95,0,21.01
6776-TLWOI,Male,3,Month-to-month,Mailed check,19.85,No,false,true,false,false,false,true,false,false,false,false,false,false,false,64.55,0,45.88
4439-JMPMT,Female,5,Month-to-month,Electronic check,85.75,Fiber optic,true,true,false,true,true,true,false,false,false,false,true,true,false,470.95,1,69.59
4476-OSWTN,Male,69,One year,Mailed check,110.55,Fiber optic,true,false,true,true,false,true,true,true,false,true,true,true,true,7610.1,0,43.53
2946-KIQSP,Female,35,Month-to-month,Mailed check,33.45,DSL,true,false,false,false,false,false,false,false,false,true,true,false,false,1175.85,0,41.6
7356-IWLFW,Male,46,Month-to-month,Bank transfer (automatic),80,Fiber optic,true,false,false,true,true,true,true,false,true,false,false,false,false,3769.7,1,57.25
3162-KKZXO,Female,55,One year,Electronic check,100.15,Fiber optic,true,false,true,false,false,true,true,false,false,true,false,true,true,5409.75,0,48.72
0547-HURJB,Male,12,Month-to-month,Credit card (automatic),21.05,No,false,false,false,false,true,true,false,false,false,false,false,false,false,235.8,0,41.25
1577-HKTFG,Female,30,Month-to-month,Bank transfer (automatic),19.65,No,false,true,false,true,false,true,false,false,false,false,false,false,false,655.85,0,41.09
3384-CTMSF,Male,47,Month-to-month,Electronic check,104.1,Fiber optic,true,false,false,true,false,true,true,false,true,true,false,true,true,5135.15,1,61.94
0902-RFHOF,Male,38,One year,Mailed check,20.1,No,false,false,false,false,false,true,false,false,false,false,false,false,false,730.1,0,27.28
5309-TAIKL,Female,7,Month-to-month,Bank transfer (automatic),62.8,DSL,false,false,false,false,false,true,false,false,false,true,true,false,true,418.3,1,54.89
0943-ZQPXH,Male,44,Month-to-month,Bank transfer (automatic),92.95,Fiber optic,true,false,false,true,true,true,false,false,false,true,false,true,true,4122.9,1,57.25
2378-VTKDH,Male,65,Month-to-month,Electronic check,104.35,Fiber optic,true,false,true,true,false,true,true,false,true,true,false,true,true,6578.55,1,59.95
9776-CLUJA,Female,51,Month-to-month,Electronic check,77.5,Fiber optic,true,true,true,true,false,true,true,true,false,false,false,false,false,3807.35,1,59.23
2809-ZMYOQ,Female,32,Month-to-month,Electronic check,101.35,Fiber optic,true,false,false,false,false,true,true,false,false,true,false,true,true,3334.9,1,61.94
7945-PRBVF,Male,35,Two year,Bank transfer (automatic),21.45,No,false,false,false,false,false,true,false,false,false,false,false,false,false,705.45,0,20.66
6110-OHIHY,Male,3,Month-to-month,Electronic check,79.25,Fiber optic,false,true,false,false,false,true,false,false,false,false,false,true,false,267.6,1,69.84
0572-ZJKLT,Female,46,Two year,Mailed check,99.65,Fiber optic,false,false,false,true,true,true,true,true,false,true,true,false,true,4630.2,0,36.96
5949-HGVJL,Female,26,Month-to-month,Electronic check,73.05,DSL,true,false,false,true,false,true,false,false,true,false,true,true,true,1959.5,0,43.08
4488-PSYCG,Male,16,Month-to-month,Bank transfer (automatic),20.25,No,false,true,false,false,false,true,false,false,false,false,false,false,false,327.45,0,41.25
9801-NOSHQ,Male,23,One year,Mailed check,19.8,No,false,false,false,false,true,true,false,false,false,false,false,false,false,465.45,0,27.28
2978-XXSOG,Female,22,Month-to-month,Mailed check,59.05,DSL,true,false,false,false,false,true,true,true,false,false,true,false,false,1253.5,0,43.82
0023-XUOPT,Female,13,Month-to-month,Electronic check,94.1,Fiber optic,false,true,false,true,false,true,true,false,true,true,false,true,false,1215.6,1,65.9
7729-JTEEC,Male,2,Month-to-month,Electronic check,44.5,DSL,true,false,false,true,true,true,false,false,false,false,false,false,false,90.05,1,61.74
4576-CSAJH,Male,22,One year,Credit card (automatic),55.15,DSL,true,true,false,false,false,true,false,false,true,false,true,false,false,1193.05,0,29.7
6762-NSODU,Female,46,Two year,Credit card (automatic),19.4,No,false,false,false,true,true,true,false,false,false,false,false,false,false,958.15,0,20.66
3319-DWOEP,Male,6,Month-to-month,Electronic check,95.75,Fiber optic,true,true,true,true,false,true,false,false,false,true,false,true,true,573.75,1,68.85
1226-IENZN,Male,16,Month-to-month,Electronic check,78.75,Fiber optic,true,false,true,false,false,true,false,false,false,false,false,false,true,1218.25,1,65.9
4990-ALDGW,Male,57,Two year,Mailed check,20.75,No,false,false,false,false,false,true,false,false,false,false,false,false,false,1118.8,0,20.66
2164-SOQXL,Female,20,Month-to-month,Mailed check,20.05,No,false,false,false,true,true,true,false,false,false,false,false,false,false,406.05,0,41.16
5274-XHAKY,Female,41,Month-to-month,Bank transfer (automatic),94.3,Fiber optic,true,false,false,true,true,true,true,true,true,false,false,true,false,3893.6,1,57.09
1389-CXMLU,Male,3,Month-to-month,Electronic check,91.05,Fiber optic,false,true,true,false,false,true,true,false,false,true,false,true,false,289.1,1,69.84
9530-GRMJG,Male,70,Two year,Electronic check,84.1,DSL,true,false,false,true,true,true,true,false,true,true,true,true,true,5979.7,0,24.48
8182-PNAGI,Male,12,Month-to-month,Bank transfer (automatic),50.25,DSL,false,true,false,false,false,true,false,false,false,false,true,false,false,593.75,1,51.61
3990-QYKBE,Male,37,Month-to-month,Electronic check,92.5,Fiber optic,true,true,true,true,false,true,true,false,false,false,false,true,true,3473.4,1,61.94
3174-RKMOW,Male,35,Month-to-month,Electronic check,109.95,Fiber optic,true,false,false,true,true,true,true,false,true,true,true,true,true,3782.4,1,61.94
1113-IUJYX,Female,14,One year,Mailed check,105.95,Fiber optic,false,true,false,true,false,true,false,true,true,false,true,true,true,1348.9,1,53.23
9274-CNFMO,Male,4,Month-to-month,Electronic check,74.95,Fiber optic,false,true,true,true,false,true,true,false,false,false,false,false,false,308.7,1,69.84
7758-XKCBS,Male,15,Month-to-month,Electronic check,29.7,DSL,true,true,false,false,false,false,false,false,false,false,true,false,false,438.25,1,53.12
4534-WGCIR,Female,58,Two year,Credit card (automatic),25.15,No,false,false,false,true,true,true,true,false,false,false,false,false,false,1509.9,0,20.66
4070-OKWVH,Female,52,Month-to-month,Bank transfer (automatic),94.6,Fiber optic,false,false,false,true,false,true,true,false,true,true,false,true,false,5025.8,1,55.37
7921-LMDFQ,Male,51,One year,Bank transfer (automatic),94,Fiber optic,true,false,true,false,false,true,false,false,false,true,false,true,true,4905.75,0,43.87
1750-CSKKM,Male,9,Month-to-month,Electronic check,55.35,DSL,false,true,false,false,true,true,false,false,false,false,false,true,false,449.75,1,56.39
2595-KIWPV,Male,27,Two year,Credit card (automatic),19.7,No,false,false,false,false,true,true,false,false,false,false,false,false,false,509.3,0,20.66
4710-NKCAW,Male,5,Month-to-month,Credit card (automatic),64.4,DSL,false,false,false,true,true,true,true,true,true,false,true,false,false,316.9,1,59.75
5306-BVTKJ,Male,48,One year,Credit card (automatic),55.8,DSL,true,false,false,true,true,true,false,false,true,true,false,false,false,2651.2,0,27.7
6394-MFYNG,Female,48,Month-to-month,Bank transfer (automatic),107.4,Fiber optic,true,true,false,false,false,true,true,false,true,true,false,true,true,5121.3,1,57.25
3078-ZKNTS,Female,13,Two year,Bank transfer (automatic),19.75,No,true,false,false,true,true,true,false,false,false,false,false,false,false,246.7,0,22.12
6598-KELSS,Male,50,One year,Bank transfer (automatic),43.05,DSL,true,false,false,false,true,false,false,true,true,false,false,true,false,2208.05,0,27.7
1035-IPQPU,Female,63,Month-to-month,Electronic check,103.5,Fiber optic,true,false,true,true,false,true,true,false,true,true,false,true,true,6479.4,1,59.95
4750-UKWJK,Female,37,One year,Mailed check,19.6,No,false,false,true,true,false,true,false,false,false,false,false,false,false,727.8,0,29.1
0057-QBUQH,Female,43,Two year,Electronic check,25.1,No,true,false,false,false,true,true,true,false,false,false,false,false,false,1070.15,0,24.09
4003-FUSHP,Male,19,Month-to-month,Credit card (automatic),61.55,DSL,true,false,false,false,false,true,false,false,false,false,true,true,false,1093.2,0,43.99
7110-BDTWG,Female,71,Two year,Electronic check,47.05,DSL,true,false,false,true,false,false,false,false,false,true,true,false,true,3263.6,0,24.48
7493-GVFIO,Male,57,Two year,Credit card (automatic),20.55,No,false,false,false,false,false,true,false,false,false,false,false,false,false,1252.85,0,20.66
7445-WMRBW,Female,48,One year,Bank transfer (automatic),73.85,DSL,true,false,false,false,false,true,true,false,true,true,true,true,false,3581.4,0,27.7
0080-EMYVY,Female,14,One year,Credit card (automatic),51.45,DSL,false,false,false,false,false,true,false,false,true,false,false,false,false,727.85,0,36.45
3896-RCYYE,Female,67,Month-to-month,Credit card (automatic),53.4,DSL,true,false,false,false,false,false,false,false,false,true,true,true,true,3579.15,0,41.6
0870-VEMYL,Female,5,Month-to-month,Credit card (automatic),53.85,DSL,false,true,false,false,false,true,false,true,false,false,true,false,false,259.8,1,59.75
3039-MJSLN,Male,3,Month-to-month,Bank transfer (automatic),20.2,No,false,false,false,false,true,true,false,false,false,false,false,false,false,50.6,0,45.88
5857-XRECV,Female,2,One year,Bank transfer (automatic),20.5,No,false,false,false,false,true,true,false,false,false,false,false,false,false,38.25,0,29.46
3427-GGZZI,Female,19,Month-to-month,Electronic check,89.1,Fiber optic,true,false,false,true,false,true,true,false,true,false,false,false,true,1620.8,1,62.64
6379-RXJRQ,Male,10,Month-to-month,Electronic check,70.1,Fiber optic,true,true,false,true,false,true,false,false,false,false,false,false,false,659.65,1,67.41
4937-QPZPO,Male,61,One year,Electronic check,99.9,Fiber optic,true,false,false,true,true,true,true,false,false,true,false,true,true,6241.35,0,48.53
2867-UIMSS,Male,1,Month-to-month,Electronic check,80.5,Fiber optic,false,true,false,false,false,true,false,false,false,false,false,false,true,80.5,1,70.99
9962-BFPDU,Female,1,Month-to-month,Mailed check,20.05,No,false,false,false,true,true,true,false,false,false,false,false,false,false,20.05,1,55.56
4759-PXTAN,Female,59,One year,Electronic check,80.1,DSL,true,false,false,true,false,true,true,false,true,false,true,true,true,4693.2,0,38.57
8409-WQJUX,Female,25,One year,Electronic check,54.2,DSL,false,false,false,false,false,false,false,false,false,true,true,true,true,1423.15,0,38.87
3278-FSIXX,Female,2,Month-to-month,Mailed check,45.25,DSL,true,false,false,false,false,true,false,false,false,false,false,false,false,74.2,1,61.4
5003-OKNNK,Female,15,One year,Credit card (automatic),20.35,No,false,false,false,true,true,true,false,false,false,false,false,false,false,335.95,0,27.42
2530-ENDWQ,Female,71,Two year,Bank transfer (automatic),93.7,Fiber optic,true,true,false,true,false,true,true,false,false,false,false,true,true,6585.35,0,38.68
2754-XBHTB,Female,9,Month-to-month,Bank transfer (automatic),77.65,Fiber optic,true,true,false,false,false,true,false,false,false,false,false,true,false,714.15,1,66.06
7055-VKGDA,Male,54,One year,Credit card (automatic),105.4,Fiber optic,true,true,false,false,false,true,false,true,true,false,true,true,true,5643.4,0,43.71
8873-GLDMH,Female,6,Month-to-month,Mailed check,73.85,Fiber optic,true,false,false,false,false,true,true,false,false,false,false,false,false,401.3,1,68.54
8904-OPDCK,Male,54,Month-to-month,Bank transfer (automatic),24.95,DSL,true,false,true,true,false,false,false,false,false,false,false,false,false,1364.75,0,43.4
3587-PMCOY,Male,10,One year,Electronic check,98.9,Fiber optic,true,false,false,false,false,true,false,true,false,true,false,true,true,1064.95,1,55.13
1027-LKKQQ,Female,72,Two year,Bank transfer (automatic),80.45,DSL,true,false,false,true,true,true,false,true,false,true,true,true,true,5886.85,0,21.01
9894-EZEWG,Female,1,Month-to-month,Credit card (automatic),74.3,Fiber optic,true,true,false,false,false,true,false,false,true,false,false,false,false,74.3,1,70.69
0940-OUQEC,Male,10,Month-to-month,Bank transfer (automatic),80.7,Fiber optic,true,true,false,false,false,true,true,false,true,false,false,false,false,788.8,1,66.06
3777-XROBG,Female,58,Two year,Credit card (automatic),19.55,No,false,false,false,true,true,true,false,false,false,false,false,false,false,1079.65,0,20.66
0807-ZABDG,Female,3,Month-to-month,Mailed check,55.1,DSL,true,true,false,false,true,true,false,true,false,false,true,false,false,154.65,1,60.04
1428-IEDPR,Male,52,Two year,Electronic check,109.3,Fiber optic,true,false,false,false,false,true,true,true,false,true,true,true,true,5731.4,0,38.62
6121-TNHBO,Female,63,One year,Bank transfer (automatic),83,DSL,false,false,true,false,false,true,true,true,true,true,true,true,false,5243.05,0,29.53
8668-KNZTI,Male,52,One year,Electronic check,53.75,DSL,false,false,false,false,false,true,false,true,false,true,false,false,false,2790.65,0,28.05
6332-FBZRI,Male,67,One year,Credit card (automatic),69.35,DSL,true,false,false,true,true,true,true,true,true,true,true,false,false,4653.25,0,27.7
5084-OOVCJ,Female,17,Month-to-month,Credit card (automatic),55.35,DSL,true,false,false,true,true,true,false,true,false,false,true,false,false,920.5,0,46.81
0254-WWRKD,Female,67,One year,Credit card (automatic),50.55,DSL,false,false,false,true,true,true,false,false,true,false,false,false,false,3431.75,0,27.7
3256-EZDBI,Male,51,Month-to-month,Credit card (automatic),29.45,DSL,true,false,true,true,false,false,false,false,true,false,false,false,false,1459.35,0,43.79
8761-NSOBC,Male,44,Month-to-month,Electronic check,100.55,Fiber optic,false,true,false,false,false,true,false,false,true,false,true,true,true,4398.15,1,61.94
5419-JPRRN,Male,1,Month-to-month,Electronic check,101.45,Fiber optic,true,true,false,false,false,true,true,false,false,true,false,true,true,101.45,1,69.95
3644-QXEHN,Male,13,Month-to-month,Electronic check,97,Fiber optic,false,false,false,true,true,true,false,false,false,true,false,true,true,1334.45,1,65.9
0616-ATFGB,Male,1,Month-to-month,Electronic check,25.05,DSL,false,true,true,true,false,false,false,false,false,false,false,false,false,25.05,1,61.74
1963-SVUCV,Male,1,Month-to-month,Electronic check,45.3,DSL,false,true,false,false,false,true,false,false,false,false,false,false,false,45.3,1,61.74
0230-UBYPQ,Male,63,One year,Bank transfer (automatic),36.1,DSL,false,false,true,true,false,false,false,true,false,false,true,false,false,2298.9,0,29.53
0661-KQHNK,Female,6,One year,Credit card (automatic),19,No,false,false,false,true,true,true,false,false,false,false,false,false,false,105.5,0,28.91
1427-VERSM,Female,56,Month-to-month,Electronic check,98.7,Fiber optic,true,false,false,true,false,true,false,false,false,true,true,true,true,5669.5,1,59.95
3621-CEOVK,Female,14,Month-to-month,Electronic check,100.2,Fiber optic,true,true,true,true,false,true,true,false,true,false,false,true,true,1369.8,1,65.9
3389-KTRXV,Female,23,Two year,Mailed check,23.85,No,false,false,false,true,true,true,true,false,false,false,false,false,false,625.65,0,20.66
4909-JOUPP,Male,72,Two year,Credit card (automatic),109.7,Fiber optic,false,false,true,true,false,true,true,false,true,true,true,true,true,7898.45,0,25.5
9888-ZCUMM,Male,64,Two year,Bank transfer (automatic),60.05,DSL,true,false,false,true,true,false,false,true,false,true,true,true,true,3845.45,0,21.01
9259-PACGQ,Female,34,Month-to-month,Electronic check,62.65,DSL,false,true,false,true,false,true,true,true,true,false,true,false,false,2274.9,0,42.02
3411-WLRSQ,Female,3,Month-to-month,Bank transfer (automatic),74.6,Fiber optic,true,false,true,true,false,true,false,false,true,false,false,false,false,239.05,1,69.53
1705-GUHPV,Female,63,Two year,Mailed check,24.2,No,false,false,false,false,false,true,true,false,false,false,false,false,false,1618.2,0,20.66
6253-GNHWH,Female,71,Two year,Mailed check,71.1,DSL,false,false,false,true,true,true,true,true,true,true,true,false,false,5224.95,0,21.01
2740-JFBOK,Male,10,Month-to-month,Electronic check,24,No,true,false,false,false,false,true,true,false,false,false,false,false,false,226.55,0,43.85
6500-JVEGC,Male,68,One year,Bank transfer (automatic),101.35,Fiber optic,false,false,false,false,false,true,true,true,true,true,false,true,false,7110.75,0,33.04
7672-VFMXZ,Male,57,Month-to-month,Electronic check,55.7,DSL,false,false,false,true,false,true,false,true,false,false,true,false,false,3171.6,0,42.02
7931-PXHFC,Male,38,One year,Mailed check,62.3,DSL,true,true,false,false,false,true,false,false,false,true,true,false,true,2354.8,0,37.44
1760-CAZHT,Male,25,Month-to-month,Mailed check,20.8,No,false,false,false,false,true,true,false,false,false,false,false,false,false,460.2,0,41.09
6668-CNMFP,Female,19,One year,Bank transfer (automatic),89.35,Fiber optic,true,false,false,true,true,true,true,false,false,false,true,false,true,1686.85,0,46.52
8212-DJRCH,Male,5,Month-to-month,Mailed check,90.35,Fiber optic,true,false,false,true,true,true,false,true,false,true,false,false,true,434.5,1,69.14
4323-OHFOW,Female,70,One year,Bank transfer (automatic),105.55,Fiber optic,true,false,true,true,false,true,true,false,true,false,true,true,true,7195.35,0,43.69
8444-WRIDW,Female,66,Month-to-month,Credit card (automatic),80.45,Fiber optic,true,true,true,false,false,true,true,false,true,false,false,false,false,5224.35,1,55.19
8148-WOCMK,Male,8,Two year,Credit card (automatic),19.6,No,false,false,false,true,true,true,false,false,false,false,false,false,false,125,0,22.12
